,LOCATION,TIME,SP_DYN_TFRT_IN,SP_DYN_LE00_IN,SP_DYN_IMRT_IN,SP_POP_GROW,SH_DYN_AIDS_ZS,SP_RUR_TOTL_ZS,NY_GDP_MKTP_CN,NY_GDP_MKTP_CD,NY_GDP_DEFL_ZS,NY_GDP_MKTP_KD_ZG,NY_GDP_PCAP_CD,NY_GDP_PCAP_PP_CD,NY_GDP_MKTP_PP_CD,XTGOV_IMF,NY_GNP_PCAP_CD,NY_GNP_PCAP_PP_CD,SI_POV_DDAY,PA_NUS_PPP,DT_TDS_DECT_GN_ZS,200101,200151,200345,200343,200144,NY_GNP_PCAP_CN,NY_GDP_MKTP_KD,PA_NUS_PPPC_RF,PA_NUS_FCRF,NY_GDP_MKTP_KN,PA_NUS_ATLS,PA_NUS_PRVT_PP,NY_GNP_MKTP_CN,NY_GDP_PCAP_PP_KD,NY_GDP_MKTP_PP_KD,NY_GDP_PCAP_CN,poverty
980,NOR,1990,1.93,76.53732,7.0,0.34415,0.1,28.044,749860000000.0,119791683307.50699,48.53282,1.9324400000000002,28242.94374,18432.49795,78180942391.7826,363646000000.0,26510.0,17920.0,NA,9.591339999999999,NA,4247.285,694.684,2095.429,803.811,653.361,171846.19589,255627885399.145,1.53224,6.25974,1545057544000.0,6.2597,9.66727,728881000000.0,42813.76496,181593428114.255,176792.35492,False
981,NOR,1991,1.92,76.98073000000001,6.4,0.4765,0.1,27.735,790087000000.0,121872464483.487,49.60622,3.08467,28596.932999999997,19550.27114,83318016106.4464,391266000000.0,27830.0,18940.0,NA,9.48279,NA,4269.471,698.956,2116.442,808.8969999999999,645.1759999999999,179565.49120999998,263513172938.094,1.46274,6.48294,1592717536100.0,6.4829,9.69662,765260000000.0,43924.62825,187194993818.35898,185391.05697,False
982,NOR,1992,1.88,77.18439000000001,5.8,0.57718,0.1,27.335,813093000000.0,130838040067.584,49.28889,3.5744,30523.985060000003,20591.34107,88262744963.5201,413443000000.0,30790.0,20160.0,NA,9.21219,NA,4292.683,701.2239999999999,2141.325,816.6,633.534,185749.77002999999,272932196509.031,1.48237,6.2145,1649647684400.0,6.2145,9.65784,796198000000.0,45232.84169,193886097870.112,189691.30513,False
983,NOR,1993,1.86,77.15171,5.3,0.59523,0.1,26.939,855400000000.0,120579072750.596,50.41892,2.84531,27963.66522,21550.320659999998,92924788713.9726,425808000000.0,30220.0,21070.0,NA,9.20529,NA,4316.788,701.7389999999999,2169.016,826.682,619.351,193947.76102,280697969474.7,1.2976,7.094130000000001,1696585310500.0,7.0941,9.65505,836301000000.0,46243.77986,199402762582.145,198377.03743,False
984,NOR,1994,1.87,77.68975999999999,4.9,0.56939,0.1,26.546999999999997,897243000000.0,127131461119.92699,50.3403,5.05545,29315.841910000003,22991.94589,99707171449.1107,438819000000.0,30860.0,22610.0,NA,8.99878,NA,4341.615,700.922,2198.281,838.071,604.341,203495.90798,294888524869.709,1.27505,7.057580000000001,1782355392400.0,7.0576,9.54994,882483000000.0,48305.7807,209483476573.89603,206899.48584,False
985,NOR,1995,1.87,77.73659,4.6,0.51913,0.1,26.213,963124000000.0,152027402449.80402,51.88146,4.15395,34875.19739,24322.55541,106026494404.05199,470903000000.0,32700.0,24030.0,NA,9.0838,NA,4366.995,699.133,2228.234,849.778,589.85,218313.10631,307138048448.917,1.4338600000000001,6.33516,1856393554500.0,6.3352,9.57066,951667000000.0,50051.87133,218185316656.95898,220941.35049,False
986,NOR,1996,1.89,78.15049,4.4,0.50688,0.1,25.938000000000002,1054657000000.0,163517783497.163,54.092380000000006,5.0280000000000005,37321.44339,26791.01154,117380423348.026,491611000000.0,35800.0,26490.0,NA,8.98495,NA,4393.209,698.052,2256.515,861.0139999999999,577.628,238034.24344000002,322580935541.155,1.39306,6.44981,1949732937900.0,6.4498,9.37669,1042908000000.0,52302.69134,229155664444.65,240715.84558000002,False
987,NOR,1997,1.86,78.14268,4.2,0.54222,0.1,25.524,1141324000000.0,161354369892.838,55.59921,5.284680000000001,36628.51742,28605.261919999997,126010669775.74,514564000000.0,37920.0,28310.0,NA,9.057360000000001,NA,4420.262,696.0319999999999,2286.112,872.113,566.005,256423.32385,339628321174.68604,1.2804799999999998,7.0734,2052770177900.0,7.0734,9.53604,1129585000000.0,54768.948979999994,241265818987.238,259088.15509000001,False
988,NOR,1998,1.81,78.32927,4.1,0.59541,0.1,24.973000000000003,1163192000000.0,154165219811.53302,55.215430000000005,2.6244,34788.77856,28186.273530000002,124906456426.06401,551266000000.0,36110.0,27870.0,NA,9.3125,NA,4447.486,693.2769999999999,2315.92,882.595,555.694,259582.61198000002,348541516288.432,1.23425,7.5451,2106643014700.0,7.5451,9.6988,1150331000000.0,55872.63975,247597591648.226,262484.81315,False
989,NOR,1999,1.85,78.28293000000001,4.0,0.68476,0.1,24.430999999999997,1265701000000.0,162286003692.686,58.895669999999996,2.0133099999999997,36371.395789999995,30555.33875,136335263195.142,582807000000.0,35550.0,30300.0,NA,9.28374,NA,4474.004,689.9860000000001,2344.513,891.7869999999999,547.7180000000001,281335.6065,355558728972.839,1.19035,7.799169999999999,2149056217700.0,7.7992,9.79468,1255295000000.0,56608.565129999995,252582492670.18802,283667.79003000003,False
990,NOR,2000,1.85,78.63415,4.0,0.64904,0.1,23.98,1507886000000.0,171315639982.731,67.98589,3.20529,38146.71539,36956.3797,165969881673.68,618033000000.0,36560.0,36470.0,NA,9.0853,NA,4499.367,686.443,2370.987,899.1310000000001,542.806,331310.38370999997,366955399845.581,1.03221,8.801839999999999,2217939595900.0,8.8018,9.87021,1487904000000.0,58045.06727000001,260678481609.89102,335759.75954,False
991,NOR,2001,1.78,78.78537,3.8,0.50605,0.1,23.622,1564585000000.0,174003247439.305,69.10128,2.08533,38549.58934,37786.83874,170560381144.95,671097000000.0,38250.0,37820.0,NA,9.1732,NA,4523.145,685.122,2392.126,903.049,542.8480000000001,346929.85945,374607623675.72,1.02019,8.99165,2264190912100.0,8.9917,9.99344,1565955000000.0,58956.39415,266114483068.976,346626.34248,False
992,NOR,2002,1.75,78.9878,3.6,0.5392899999999999,0.1,23.267,1560181000000.0,195418347152.985,67.93014000000001,1.43771,43061.15038,37959.79481,172267584437.209,714083000000.0,39900.0,38070.0,NA,9.05673,NA,4546.019,683.49,2411.241,905.247,546.0409999999999,344827.49503,379993390464.635,1.13439,7.98378,2296743384200.0,7.9838,9.89992,1564882000000.0,59482.36596,269940434422.81897,343791.61241,False
993,NOR,2003,1.8,79.39024,3.6,0.58653,0.1,22.916,1619613000000.0,228752436371.85397,69.87505999999999,0.91984,50111.65445,38533.08794,175897959150.427,766163000000.0,44760.0,38770.0,0.2,9.20768,NA,4570.106,682.472,2429.575,906.1360000000001,551.923,356970.37474,383488728840.48,1.3004799999999999,7.08022,2317869791900.0,7.0802,10.07911,1629518000000.0,59678.44753,272423459610.38,354800.53583,False
994,NOR,2004,1.83,79.84146,3.4,0.5909300000000001,0.1,22.601,1781981000000.0,264357494659.388,73.95232,3.9590400000000003,57570.26916,42486.40437,195093745076.75897,791562000000.0,54110.0,42570.0,0.2,9.13397,NA,4598.214,683.1510000000001,2448.484,906.8639999999999,559.715,388800.52092,398671193464.77295,1.35503,6.74083,2409635138500.0,6.7408,9.95687,1785337000000.0,61675.60077999999,283208807985.20197,388069.67036,False
1008,POL,1970,2.2,69.86829,32.1,0.35575999999999997,NA,47.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32639.257999999998,2679.0809999999997,14816.733999999999,8887.746,6255.696999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1009,POL,1971,2.25,69.6122,30.6,0.36426,NA,47.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32890.383,2797.071,14896.116000000002,8723.662,6473.534000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1010,POL,1972,2.24,70.66585,28.7,0.8267200000000001,NA,46.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33147.072,2918.4040000000005,15036.714,8535.389000000001,6656.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1011,POL,1973,2.26,70.66341,26.9,0.9081100000000001,NA,46.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33411.589,3040.059,15228.381000000001,8348.124,6795.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1012,POL,1974,2.26,71.11707,25.5,0.9597899999999999,NA,45.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33685.777,3156.908,15450.368999999999,8201.849,6876.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1013,POL,1975,2.27,70.56098,24.6,0.9936,NA,44.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33970.724,3265.7670000000003,15690.938999999998,8118.198,6895.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1014,POL,1976,2.3,70.6561,23.8,0.9978,NA,44.071000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34266.1,3367.99,15922.191,8121.554,6854.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1015,POL,1977,2.23,70.40244,23.1,0.9638700000000001,NA,43.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34571.226,3466.012,16178.266000000001,8170.1669999999995,6756.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1016,POL,1978,2.21,70.35122,22.4,0.79406,NA,42.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34885.803,3550.176,16459.363,8263.921,6612.343000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1017,POL,1979,2.28,70.75121999999999,21.8,0.80219,NA,42.288000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35209.25,3606.317,16775.175,8390.579,6437.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1018,POL,1980,2.28,70.09756,21.1,0.92327,NA,41.913999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35539.72,3627.78,17128.38,8539.261999999999,6244.298000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
1019,POL,1981,2.24,71.05122,20.5,0.9078700000000001,NA,41.541000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35878.454,3613.79,17517.271,8726.825,6020.568,NA,NA,NA,0.00512,NA,NA,NA,NA,NA,NA,NA,False
1020,POL,1982,2.34,71.10244,20.0,0.9202799999999999,NA,41.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36221.542,3564.075,17936.857,8936.413,5784.196999999999,NA,NA,NA,0.00848,NA,NA,NA,NA,NA,NA,NA,False
1021,POL,1983,2.42,71.0,19.2,0.9376899999999999,NA,40.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36555.779,3499.4179999999997,18348.18,9150.983,5557.198,NA,NA,NA,0.00915,NA,NA,NA,NA,NA,NA,NA,False
1022,POL,1984,2.37,70.8,18.6,0.90459,NA,40.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36863.948,3449.9,18701.4,9343.948,5368.7,NA,NA,NA,0.01132,NA,NA,NA,NA,NA,NA,NA,False
1023,POL,1985,2.33,70.54878000000001,17.8,0.8035899999999999,NA,40.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37133.87,3432.5809999999997,18969.595,9494.228000000001,5237.465999999999,NA,NA,NA,0.014709999999999999,NA,0.014709999999999999,NA,NA,NA,NA,NA,False
1024,POL,1986,2.22,70.84878,17.2,0.68107,NA,39.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37359.523,3470.712,19128.466,9595.171999999999,5165.173,NA,NA,NA,0.01753,NA,0.01753,NA,NA,NA,NA,NA,False
1025,POL,1987,2.15,70.89756,16.6,0.5642,NA,39.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37544.331,3535.304,19222.455,9635.753,5150.819,NA,NA,NA,0.026510000000000002,NA,0.026510000000000002,NA,NA,NA,NA,NA,False
1026,POL,1988,2.13,71.33171,16.0,0.41446000000000005,NA,38.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37697.356,3616.8,19269.046000000002,9625.764000000001,5185.746,NA,NA,NA,0.04305,NA,0.04305,NA,NA,NA,NA,NA,False
1027,POL,1989,2.08,71.0439,15.6,0.36166,NA,38.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37832.566,3700.152,19291.4,9587.763,5253.251,NA,NA,NA,0.14392,NA,0.14392,NA,NA,NA,NA,NA,False
1028,POL,1990,2.06,70.89024,15.1,0.3924,NA,38.73,62678860800.0,65977749036.9844,9.17088,NA,1731.20953,6175.6243,235357871376.91397,NA,NA,NA,NA,0.26631,NA,37960.193,3777.1690000000003,19305.728,9535.685,5341.611,NA,226632276386.90802,0.28033,0.95,683454955900.0,0.95,0.26094,NA,10276.57333,391648245885.432,1644.64903,False
1029,POL,1991,2.07,70.5878,14.8,0.35468,NA,38.685,90485640500.0,85500935934.9901,14.23835,-7.01558,2235.5410899999997,5915.54059,226246907051.522,NA,NA,5720.0,NA,0.39994,NA,38082.948,3878.493,19328.284,9425.554,5450.616999999999,2286.87043,210732710448.65198,0.37790999999999997,1.05761,635506634900.0,1.0583,0.42373,87464087900.0,9521.7805,364171854572.894,2365.87313,False
1030,POL,1992,1.95,71.09024000000001,14.4,0.30668,NA,38.641,128590833800.0,94337050693.2727,19.73798,2.51498,2459.02068,6183.52512,237222698628.216,NA,2090.0,5920.0,NA,0.5420699999999999,NA,38197.587,3969.877,19328.47,9324.381,5574.859,3209.7164,216032593062.97,0.39766999999999997,1.36264,651489490900.0,1.3631,0.59612,123136491100.0,9731.361159999999,373330698857.514,3351.8911,False
1031,POL,1993,1.87,71.59512,14.0,0.25445,NA,38.596,174274822900.0,96045645026.17801,25.78624,3.73831,2497.19524,6549.98361,251921592206.793,NA,2480.0,6310.0,0.2,0.6917800000000001,NA,38301.35,4053.482,19324.026,9213.007,5710.835,4366.11038,224108561760.12198,0.38125,1.8115,675844189700.0,1.8145,0.76466,167926752700.0,10069.49509,387286958859.356,4531.16077,False
1032,POL,1994,1.81,71.69511999999999,13.3,0.21101,NA,38.551,251822867900.0,110803391516.69801,35.3875,5.2928,2874.82531,7029.08137,270919437188.54602,NA,2800.0,6970.0,NA,0.9295100000000001,NA,38389.467000000004,4132.979,19338.533,9063.18,5854.775,6474.8807,235970184335.31198,0.40899,2.27228,711615284900.0,2.2727,1.0270700000000001,249559073600.0,10580.10463,407785290998.937,6533.6154799999995,False
1033,POL,1995,1.62,71.89268,12.5,0.13572,NA,38.507,344683000000.0,142137319587.629,45.28833,6.951860000000001,3682.7912200000005,7664.95503,295828924003.32,160905000000.0,3240.0,7560.0,NA,1.16514,NA,38458.638,4209.873,19383.962,8863.335,6001.468000000001,8804.92337,252374493218.821,0.48047,2.42498,761085759200.0,2.425,1.28695,339826000000.0,11300.27108,436133939751.072,8930.7687,False
1034,POL,1996,1.59,72.24634,11.6,0.07607,NA,38.461999999999996,431252000000.0,159954007640.666,53.42689,6.05658,4141.271629999999,8255.15162,318850030646.42896,215469000000.0,3830.0,8200.0,2.7,1.3525200000000002,NA,38509.666,4307.787,19405.957,8660.761,6135.161,11090.51099,267659755081.73898,0.50166,2.6961,807181523400.0,2.6961,1.49811,428364000000.0,11975.5672,462548738613.574,11165.28244,False
1035,POL,1997,1.51,72.64634000000001,10.4,0.06546,NA,38.417,521795000000.0,159117799530.388,60.72172,6.45955,4116.92624,8922.23563,344841373430.834,238866000000.0,4230.0,8860.0,NA,1.51315,NA,38544.841,4401.0740000000005,19474.953999999998,8400.752,6268.061,13401.20456,284949370361.773,0.46142,3.27929,859321816200.0,3.2793,1.68261,517952000000.0,12740.79267,492427304916.721,13500.636230000002,False
1036,POL,1998,1.44,72.99756,9.4,0.03575,NA,38.373000000000005,606069000000.0,174388271853.6,67.41767,4.61465,4510.41312,9471.44049,366198859595.644,266013000000.0,4350.0,9410.0,NA,1.65503,NA,38564.195,4488.447,19581.586,8105.818,6388.344,15569.67931,298098779421.03,0.47621,3.4754,898976489100.0,3.4754,1.8326,601978000000.0,13323.97073,515151089342.27203,15675.48975,False
1037,POL,1999,1.38,73.0439,8.6,-0.0083,NA,38.328,673287000000.0,169717677900.734,71.5723,4.6422099999999995,4389.97642,10022.395359999999,387468520811.944,284369000000.0,4430.0,9970.0,0.1,1.7376599999999998,NA,38567.854,4567.144,19709.033,7812.579000000001,6479.098000000001,17318.01104,311937152866.664,0.43801999999999996,3.96711,940708871900.0,3.9671,1.912,669519000000.0,13943.655190000001,539065488351.51794,17415.475440000002,False
1038,POL,2000,1.37,73.74878000000001,8.1,-1.04434,NA,38.284,747032000000.0,171885598582.637,75.94866999999999,4.55957,4492.7276,10652.908290000001,407565666000.33203,314289000000.0,4680.0,10650.0,0.1,1.8329099999999998,NA,38556.693,4636.009,19849.631,7540.808000000001,6530.245,19525.84344,326160149384.886,0.42173999999999995,4.34607,983601162500.0,4.3461,2.02643,747032000000.0,14732.482,563644562993.499,19525.84344,False
1039,POL,2001,1.31,74.2,7.6,-0.027589999999999996,NA,38.239000000000004,779975000000.0,190521263343.023,78.32045,1.24801,4981.19862,11101.974709999999,424629172523.65204,351357000000.0,4710.0,11100.0,0.1,1.8368400000000003,NA,38529.582,4738.31,19995.258,7256.882,6539.132,20392.52903,330230645787.04803,0.44868,4.0939,995876558500.0,4.0939,2.0472099999999998,779975000000.0,14920.45973,570678877792.809,20392.52903,False
1040,POL,2002,1.25,74.49756,7.3,-0.04632,NA,38.213,810617000000.0,198680637254.90198,79.76876999999999,2.0416,5196.93292,11781.05635,450394072658.275,368033000000.0,4910.0,11780.0,0.1,1.7998,NA,38488.647000000004,4833.198,20144.631,7003.354,6507.464,21203.48632,336972647511.357,0.44113,4.080030000000001,1016208413100.0,4.08,2.02754,810617000000.0,15232.13015,582329879985.3411,21203.48632,False
1041,POL,2003,1.22,74.59756,7.0,-0.06749,NA,38.324,845930000000.0,217513049291.61,80.38023000000001,3.56247,5693.37776,12257.14487,468278949064.084,387367000000.0,5540.0,12260.0,0.1,1.80647,NA,38441.824,4915.831,20308.965,6776.090999999999,6440.937,22142.11546,348977202208.442,0.46448999999999996,3.8890800000000003,1052410548700.0,3.8891,2.01626,845930000000.0,15785.42086,603075216283.8771,22142.11546,False
1042,POL,2004,1.23,74.84634,6.7,-0.05851,NA,38.436,933062000000.0,255102252843.395,84.32868,5.13565,6681.17882,13341.1,509392841895.623,406723000000.0,6260.0,12920.0,0.1,1.83171,NA,38399.558,4978.369000000001,20505.623,6566.007,6349.559,23666.144940000002,366899448220.97705,0.5008,3.6576400000000002,1106458666000.0,3.6576,2.04528,903626000000.0,16605.818430000003,634047045738.359,24437.07964,False
1056,PRT,1970,3.01,67.07316999999999,55.7,-0.8862700000000001,NA,61.196000000000005,1162835300.0,8109032775.4532795,2.02297,12.61261,934.17398,NA,NA,NA,950.0,NA,NA,NA,NA,8651.34,840.985,3966.761,2483.45,1360.144,135.18502,76130076823.259,NA,0.1434,57481630200.0,0.1434,NA,1173464200.0,NA,NA,133.96055,True
1057,PRT,1971,3.0,66.77073,51.7,-0.4234,NA,60.803000000000004,1302155500.0,9202512367.49117,2.12446,6.63165,1064.64277,NA,NA,NA,1070.0,NA,NA,NA,NA,8699.997,862.092,3987.0190000000002,2467.198,1383.6879999999999,151.58175,81178758746.0425,NA,0.14146,61293612000.0,0.1415,NA,1310235700.0,NA,NA,150.64695,True
1058,PRT,1972,2.86,68.32439000000001,47.3,-0.15429,NA,60.409,1516306100.0,11240223128.2431,2.29026,8.0157,1302.39433,NA,NA,NA,1270.0,NA,NA,NA,NA,8789.101999999999,885.55,4026.5359999999996,2470.099,1406.9170000000001,176.8555,87685801521.5117,NA,0.13494,66206721800.0,0.1349,NA,1526339000.0,NA,NA,175.69299999999998,True
1059,PRT,1973,2.77,67.52439,43.3,0.030930000000000003,NA,60.015,1845758000.0,15092052330.3352,2.50706,11.20067,1748.16142,NA,NA,NA,1700.0,NA,NA,NA,NA,8907.926,911.23,4080.2470000000003,2486.589,1429.86,216.28663999999998,97507199678.6109,NA,0.12228,73622318900.0,0.1223,NA,1867224200.0,NA,NA,213.80014,True
1060,PRT,1974,2.7,68.01951,39.5,1.39488,NA,59.618,2219038000.0,17514112075.7695,2.9800299999999997,1.14286,2000.6147899999999,NA,NA,NA,2070.0,NA,NA,NA,NA,9039.975,939.1410000000001,4142.58,2504.645,1453.609,256.98501,98621570813.4454,NA,0.12674000000000002,74463719200.0,0.1267,NA,2249740600.0,NA,NA,253.47789,True
1061,PRT,1975,2.75,68.30976,36.0,3.80041,NA,59.221000000000004,2467062900.0,19349512941.1765,3.4637,-4.3476300000000005,2127.84701,NA,NA,NA,2210.0,NA,NA,NA,NA,9172.241,968.99,4208.508,2515.879,1478.864,272.14752000000004,94333868880.6424,NA,0.12746,71226311500.0,0.1275,NA,2474765300.0,NA,NA,271.30048999999997,True
1062,PRT,1976,2.82,68.86098,32.6,2.8441,NA,58.821000000000005,3066493200.0,20334835543.7666,4.02738,6.9002300000000005,2173.49813,NA,NA,NA,2330.0,NA,NA,NA,NA,9302.298,1000.217,4266.237,2534.7039999999997,1501.14,326.27984,100843123709.839,NA,0.15078,76141091500.0,0.1508,NA,3052612200.0,NA,NA,327.76352,True
1063,PRT,1977,2.69,70.0122,29.5,1.06175,NA,58.422,4093208200.0,21441635411.2101,5.09061,5.6026,2267.59437,NA,NA,NA,2430.0,NA,NA,NA,NA,9431.043,1033.652,4328.505,2541.8160000000003,1527.07,429.87650999999994,106492957787.608,NA,0.19092,80406970200.0,0.1909,NA,4064772600.0,NA,NA,432.88377,False
1064,PRT,1978,2.45,70.31707,26.8,1.0789600000000001,NA,58.021,5148991500.0,23489924726.2774,6.228280000000001,2.81597,2457.55496,NA,NA,NA,2530.0,NA,NA,NA,NA,9552.604,1067.344,4391.482,2538.9539999999997,1554.8239999999998,530.99807,109491763347.506,NA,0.21916,82671203200.0,0.2192,NA,5075412300.0,NA,NA,538.69605,False
1065,PRT,1979,2.31,71.16829,24.6,1.07199,NA,57.619,6496607200.0,26625439344.2623,7.43889,5.63894,2755.89577,NA,NA,NA,2870.0,NA,NA,NA,NA,9660.746,1098.132,4451.267,2530.614,1580.733,661.0986,115665935345.762,NA,0.24403000000000002,87332980600.0,0.244,NA,6387048800.0,NA,NA,672.43857,False
1066,PRT,1980,2.25,71.21463,22.8,1.08143,NA,57.215,8215069900.0,32899759311.1734,8.99385,4.58934,3368.6983700000005,NA,NA,NA,3360.0,NA,NA,NA,NA,9750.964,1124.266,4505.97,2518.048,1602.68,824.05968,120974238499.68301,NA,0.24971,91340988100.0,0.2497,NA,8048023900.0,NA,NA,841.16398,False
1067,PRT,1981,2.13,71.61463,21.2,0.86708,NA,56.778999999999996,9817990000.0,31980423452.7687,10.57757,1.6181,3246.29462,NA,NA,NA,3430.0,NA,NA,NA,NA,9820.872,1147.895,4563.867,2492.629,1616.481,960.81899,122931726853.33,NA,0.30699,92818979800.0,0.307,NA,9465375700.0,NA,NA,996.61245,False
1068,PRT,1982,2.07,72.41463,19.9,0.61133,NA,56.262,12102393000.0,30530759334.0061,12.7661,2.13538,3080.25269,NA,NA,NA,3230.0,NA,NA,NA,NA,9870.823,1165.19,4618.6,2465.48,1621.5529999999999,1157.69635,125556780626.32301,NA,0.39641,94801013400.0,0.3964,NA,11474821100.0,NA,NA,1221.01217,False
1069,PRT,1983,1.95,72.26585,18.7,0.46397,NA,55.743,15054112600.0,27242331885.6316,15.907229999999998,-0.17310999999999999,2735.76031,NA,NA,NA,2830.0,NA,NA,NA,NA,9902.997,1178.952,4669.317,2435.0370000000003,1619.691,1438.9329,125339425355.53099,NA,0.55257,94636900400.0,0.5526,NA,14328699600.0,NA,NA,1511.78115,False
1070,PRT,1984,1.9,72.51463000000001,17.6,0.38455,NA,55.223,18415973900.0,25220451794.029,19.83246,-1.87998,2522.99584,NA,NA,NA,2520.0,NA,NA,NA,NA,9921.241,1193.434,4716.012,2397.632,1614.1629999999998,1735.7653699999998,122983069756.687,NA,0.73019,92857746000.0,0.7302,NA,17351113300.0,NA,NA,1842.2915699999999,False
1071,PRT,1985,1.72,72.81463000000001,16.5,0.27354,NA,54.702,23047992900.0,27118476173.6675,24.142960000000002,2.80744,2705.4592199999997,NA,NA,NA,2530.0,NA,NA,NA,NA,9929.184000000001,1211.333,4758.83,2350.984,1608.037,2183.5837100000003,126435745247.238,NA,0.84993,95464671200.0,0.8499,NA,21887398100.0,NA,NA,2299.3697899999997,False
1072,PRT,1986,1.66,73.26585,15.5,0.09095,NA,54.18,28911162900.0,38749715721.7531,29.08046,4.14096,3862.3286299999995,NA,NA,14855000000.0,3080.0,NA,NA,NA,NA,9926.416,1235.443,4792.772,2298.574,1599.6270000000002,2794.8519699999997,131671393389.22198,NA,0.7461399999999999,99417820900.0,0.7461,NA,28040006400.0,NA,NA,2881.6833899999997,False
1073,PRT,1987,1.62,73.66585,14.5,-0.02695,NA,53.658,33861474200.0,48187667852.5687,32.01665,6.381390000000001,4804.338879999999,NA,NA,15256000000.0,4160.0,NA,NA,NA,NA,9914.065999999999,1261.755,4822.169,2236.964,1593.1779999999999,3309.61732,140073863577.62698,NA,0.70272,105762063600.0,0.7027,NA,33195564300.0,NA,NA,3376.0089299999995,False
1074,PRT,1988,1.61,73.71463,13.5,-0.10395,NA,53.133,40461308500.0,56352797353.7604,35.591440000000006,7.48911,5624.25058,NA,NA,16793000000.0,5640.0,NA,NA,NA,NA,9899.198,1290.4260000000002,4849.725,2168.093,1590.954,3989.5181700000003,150564146545.715,NA,0.71804,113682698800.0,0.718,NA,39973416200.0,NA,NA,4038.21192,False
1075,PRT,1989,1.57,74.26585,12.5,-0.14592,NA,52.608999999999995,47595284500.0,60600056659.0272,39.33345,6.44064,6056.97718,NA,NA,19499000000.0,6320.0,NA,NA,NA,NA,9890.822,1320.975,4878.389,2097.702,1593.756,4723.731379999999,160261439641.582,NA,0.7854,121004591000.0,0.7854,NA,47260932500.0,NA,NA,4757.14988,False
1076,PRT,1990,1.56,73.96585,11.5,-0.21795,0.2,52.085,55978935100.0,78721607509.4923,44.5037,3.9505199999999996,7885.394020000001,11762.87498,117431345199.761,23815000000.0,7140.0,11760.0,NA,0.4767,NA,9895.364,1353.205,4909.839,2031.2479999999998,1601.0720000000001,5605.42886,166592605206.496,0.6703600000000001,0.71106,125784905600.0,0.7111,0.52453,55960218300.0,20166.92799,201330838552.482,5607.30369,False
1077,PRT,1991,1.56,74.01463000000001,10.6,-0.23048000000000002,0.2,51.531000000000006,64316985400.0,89242382961.0101,48.99242,4.3682099999999995,8959.867209999999,12721.16195,126705762506.181,29753000000.0,8190.0,12750.0,NA,0.50761,NA,9916.049,1383.769,4948.742,1973.432,1610.106,6469.5713,173869714053.485,0.70433,0.72067,131279449900.0,0.7207,0.56748,64438450500.0,21096.42846,210125385132.662,6457.3763,False
